352,0,2208.4444,8.3645,12.5106,76.23,3.417,0.9352,6.3364,20.4431,610.8955,-0.0729,0.1311,0.001,4.317,15.88,1.38,3.1010000000000004,0.6518,0.9942,1003.5673,187.4,6.88,0.0301,140.4818,0.0111,0.006,3.0811,0.1155,0.0969999999999999,10.6319,6.2641,0.0042,,,0.0212,2.2097,36.5177,7.9645,2.9131,4.6662,4.388999999999999,22.6415,9.4225,14.6028,268.01,0.5397,534.4473,2.4356,0.1854,0.0663,7.612,0.0157,114.1967
1217,0,2246.0666,10.8924,12.5294,81.32,2.7430000000000003,0.9316,-6.3845,35.0053,622.5564,0.0057,0.1282,-0.0009,4.005,16.02,1.031,2.914,0.7672,0.9945,1011.4203,79.9,7.61,0.0335,124.7586,0.2341,0.0019,2.1011,0.0847,0.1037,10.4922,6.4813,0.0036,0.7888,0.0095,0.0122,2.5422,26.5634,4.3818,3.4792,5.1659,11.3979,66.6667,11.967,55.8949,264.272,0.5671,528.5973,2.22,0.2848,0.0859,12.8307,0.0325,15.3444
1328,1,2162.1333,6.0388,12.5276,80.92,3.093,0.9281,-2.5418,30.2949,622.4209,0.1184,0.1289,-0.0002,3.029,15.75,0.7048,3.475,0.821,0.9989,999.5619,139.7,6.94,0.0107,198.6794,0.0551,0.0018,1.9822,0.16,0.1124,8.2926,5.7785,0.0033,1.0052,,0.0424,2.4605,58.5031,8.4689,2.4881,4.6392,14.2967,107.5171,9.662,23.81,264.272,0.5671,534.16,1.109,0.6864,0.1881,61.8956,0.0144,91.4264
1553,0,2210.3556,10.4652,12.4192,81.95,2.338,0.9322,2.8009,21.0159,618.2018,,0.1369999999999999,0.0014,2.032,15.93,1.3330000000000002,3.726,0.8722,1.001,1016.2833,63.2,6.08,,69.6742,0.2961,0.0029,3.0811,0.0849,0.0818,7.1712,3.7752,0.0058,0.7169,,0.0445,3.176,28.0236,4.0206,5.8361,4.0832,15.8502,37.4312,5.3813,59.5232,256.698,0.7018,532.2627,2.1154,0.4655,0.1383,22.006,0.0126,134.3983
1199,0,2183.0556,11.7415,12.5224,80.44,2.841,0.9213,3.4318,21.7987,629.2973,0.0799,0.1356,0.0013,2.948,15.78,1.026,3.359,0.8336,1.001,1009.8944,75.1,7.89,0.0445,237.124,0.1248,0.0039,3.1736,0.1277,0.0362,9.025,6.3599,0.0031,0.8272,0.008,0.0289,2.327,63.2819,10.515,2.7625,5.2435,11.5691,47.0588,14.1912,13.2956,275.244,0.5556,531.4591,1.9611,0.2474,0.0799,12.6151,0.0134,130.0095
1134,0,2266.8333,10.1394,12.4059,80.2,2.541,0.9322,-0.5745,25.6486,618.0409,0.0074,0.1334,-0.0008,3.293,15.76,1.683,3.244,0.8224,1.002,1011.8856,116.3,3.97,0.0777,92.6642,0.263,0.0032,2.5565,0.1936,0.0939,10.136,7.4358,0.0036,1.3918,,0.0332,2.3513,14.7908,4.7233,5.1,2.6894,13.443,45.3998,11.7663,13.9153,277.598,0.5762,530.2418,2.4302,0.1992,0.0629,8.1974,0.0184,31.6209
1135,0,2222.0111,7.2109,12.4002,78.79,3.156,0.9331,-9.4318,35.4979,617.6055,0.021,0.1351,-0.0011,3.135,15.71,0.9318,3.102,0.8318,0.9981,1001.3102,105.3,8.28,0.0937,107.2418,0.0261,0.0031,1.1574,0.1205,0.0832,8.1183,5.7981,0.0033,,,0.022,3.2853,27.7091,5.7376,4.2249,5.5267,10.8846,37.149,11.8085,49.5678,278.598,0.6913,528.7673,1.9809,0.2234,0.0615,11.28,0.0108,108.9031
786,0,2181.0444,2.9405,12.4982,80.55,3.287,0.9344,1.6309,23.7598,604.4609,-0.0083,0.1328,-0.0018,5.244,15.66,1.286,3.6010000000000004,0.7308,0.9973,1007.5156,74.3,9.56,0.0501,85.0393,0.0455,0.0022,2.813,0.0732,0.0662,7.3419,3.3531,0.0028,,,0.0266,2.3521,31.2249,4.8455,3.3775,6.4754,6.2694,41.8919,10.9625,64.7578,264.272,0.5671,534.15,2.3534,0.3606,0.1164,15.3241,0.0125,21.0599
65,0,2202.7111,9.973,12.4659,78.13,4.063,0.9323,18.8309,29.5773,608.1364,-0.0594,0.1307,0.0025,3.448,15.83,0.9649,3.08,0.7608,0.9963,1001.7862,130.6,4.92,0.0348,189.804,0.2414,0.0025,1.2878,0.095,0.0819999999999999,6.9519,4.1456,0.0043,,0.005,0.0095,2.5605,53.9534,8.2066,2.4487,3.4336,11.4414,54.5809,8.3726,15.8112,263.976,0.7316,533.86,2.3365,0.4319,0.1238,18.4846,0.0093,33.4515
156,0,2181.6111,2.9634,12.4371,72.29,3.958,0.9326,0.2309,28.0695,614.0618,-0.0292,0.1255,0.0004,3.609,15.8,0.9176,3.565,0.6956,0.9965,1012.1967,150.9,8.94,0.0712,76.9317,0.0412,0.0037,2.3804,0.4353,0.077,6.3553,4.2536,0.0048,,,0.0262,2.897,21.3302,6.3371,3.8648,5.9349,10.6828,65.1163,6.3787,44.248000000000005,263.664,0.6889,534.5873,2.1965,0.3379,0.1078,15.382,0.0136,131.2543
994,0,2215.5111,8.2638,12.390999999999998,77.83,3.3960000000000004,0.9314,-2.9182,29.4088,618.42,0.0604,0.1403,0.0003,5.854,15.7,2.022,2.783,0.5833,0.9951,1001.798,230.3,8.34,0.0689,103.688,0.1755,0.005,2.9789,0.3932,0.1017,9.4581,6.2094,0.0046,1.3412,,0.0207,2.1981,12.1944,4.3855,2.907,5.7046,8.8061,44.5993,7.9272,16.7211,266.93,0.6029,504.9173,2.2656,2.1967,0.5502,96.9601,0.0128,102.5241
1166,0,2241.1778,6.7308,12.4845,78.7,2.932,0.9222,-1.9382,32.4807,614.3709,0.0216,0.1291,-0.0006,3.179,15.66,0.9176,3.1630000000000003,0.8376,1.0,998.2796,122.2,6.83,0.025,425.5212,0.1449,0.0041,3.0973,0.1113,0.034,5.8878,5.3957,0.0049,,0.006,0.0321,2.7664,86.8942,12.273,2.4647,4.8264,16.5799,37.0291,9.3047,13.7863,264.272,0.5671,529.5182,2.113,0.3068,0.0921,14.5194,0.0153,77.2047
913,0,2200.9889,7.9153,12.5449,78.52,2.6660000000000004,0.9348,0.79,29.7545,612.8636,0.0548,0.1404,0.0015,3.751,15.9,0.9649,3.11,0.8391,0.9977,1007.7856,114.6,7.27,0.1401,81.5191,0.0363,0.0015,3.3132,0.0971,0.0875,9.2673,4.9681,0.0057,,0.0158,0.0126,2.5761,23.9815,6.4184,3.2469,4.9118,7.2078,17.0758,11.1223,10.8507,250.226,0.7958,532.8227,2.3242,0.2441,0.0697,10.5023,0.0117,90.4575
714,0,2216.5111,13.3456,12.5545,2.126,0.5441,0.9342,-0.3918,28.9557,611.4536,-0.0458,0.1385,-0.0004,3.495,15.79,0.9554,3.414,0.7585,0.9991,997.5143,182.0,8.2,0.0419,55.6676,0.06,0.0046,3.2509,0.104,0.085,8.9168,5.165,0.0042,,0.0059,0.0151,2.54,18.0075,5.6007,4.6885,5.6919,7.8653,26.5089,12.0608,44.8745,263.398,0.9534,535.5664,1.9829,0.1694,0.0549,8.5456,0.0109,291.80400000000003
1265,0,2173.4889,9.9245,12.5276,8.532,4.194,0.9323,-2.1009,26.8251,620.5782,0.1061,0.1423,0.0022,2.6260000000000003,15.69,0.8089,3.4130000000000003,0.8557,0.9977,995.0191,104.3,6.07,0.0345,178.9413,0.0536,0.0023,3.3283,0.1317,0.0869,11.1563,7.2071,0.0031,0.6292,,0.0417,2.5167,42.4595,10.5617,2.6472,4.1239,7.3886,77.0138,8.9223,31.7663,256.472,0.6082,531.2836,1.8915,0.3249,0.1108,17.1775,0.0166,286.1303
741,0,2201.3556,10.9317,12.4614,66.55,3.142,0.9348,-0.3236,24.2157,614.98,-0.0352,0.1337,-0.0003,4.756,15.72,1.031,3.852,0.7639,0.9965,998.6102,136.2,5.31,0.0712,82.5545,0.0947,0.0031,1.891,0.1246,0.0658,7.662000000000001,4.713,0.0042,,,0.0242,2.6438,20.4521,6.8751,2.5244,3.596,8.3041,33.9703,15.4205,48.9498,263.058,0.7592,530.8573,2.2566,0.2797,0.0822,12.3942,0.0116,59.9813
223,0,2185.9333,12.3751,12.6063,65.12,2.939,0.9341,27.3,19.1593,631.5845,-0.061,0.1389,0.0005,2.632,15.83,0.9744,3.341,0.823,0.9962,1011.6333,148.2,13.03,0.026,69.936,0.1338,0.005,1.7456,0.0605,0.0946,10.634,5.8205,0.0047,,0.0124,0.0286,2.7585,13.275,6.5868,2.2816,8.8334,14.5641,111.3924,7.4873,9.3697,,,529.2827,2.2933,0.544,0.1529,23.7218,0.0133,21.6559
336,1,2201.5777,9.2258,12.46,76.05,2.287,0.937,5.8091,38.9877,582.4818,-0.0001,0.1363,0.0021,4.21,15.85,1.569,3.105,0.6955,0.9965,1014.2967,197.3,6.5,0.0093,109.6739,0.0217,0.0077,2.8022,0.152,0.0942,9.6871,7.0388,0.0052,,0.0051,0.0248,2.4482,29.9413,6.4903,3.7439,4.3589,10.4456,48.6957,6.1986,15.0943,269.268,0.7756,533.8264,2.3352,0.3121,0.0955,13.3646,0.0169,53.746
703,0,2220.4001,10.3773,12.3865,78.95,2.607,0.9306,4.1782,22.3865,612.6255,-0.0289,0.1252,-0.0009,3.483,15.9,1.002,3.1060000000000003,0.8057,0.9992,1002.579,99.9,12.51,0.0643,86.3607,0.1163,0.0035,2.3738,0.1405,0.1036,8.6361,6.0454,0.0035,,0.0052,0.0143,2.3419,21.8589,3.2782,3.8432,8.6204,12.8935,59.0164,14.118,9.3697,267.588,0.7935,538.0,2.003,0.2341,0.0767,11.6871,0.0132,217.1506
537,0,2183.3444,6.2743,12.4998,65.74,3.08,0.928,2.1045,22.9633,630.2764,-0.0954,0.1307,0.0031,4.392,15.89,1.239,2.91,0.7586,0.9981,1003.0211,58.9,15.4,0.0668,74.2734,0.0461,0.0029,3.7549,0.1262,0.0775,11.0029,8.2615,0.0045,,0.015,0.012,2.7893,23.5657,4.8805,3.3968,10.5022,14.9656,44.6247,10.3597,11.7421,,,586.9145,2.1612,0.8108,0.286,37.5154,0.0154,0.0
726,0,2210.9778,12.6703,12.4859,79.47,2.833,0.9242,-1.4191,31.164,613.8673,-0.0223,0.1313,-0.0006,3.79,15.68,1.045,3.128,0.8076,1.0,992.6588,61.1,11.28,0.0327,63.5737,0.0637,0.0025,2.0076,0.1482,0.0272,4.6781,2.7805,0.0033,,0.0047,0.0197,2.7544,12.6102,5.5174,3.0278,8.0345,5.67,36.8715,10.3197,19.2616,264.272,0.5671,533.9782,2.3449,0.2947,0.0825,12.566,0.0118,85.1551
1506,0,2177.4333,10.6616,12.5914,78.72,3.074,0.9317,-2.9818,28.4637,613.5445,0.0276,0.1341,-0.0013,3.403,15.81,1.925,3.451,0.8705,0.9987,1010.0694,102.7,6.47,0.0508,249.8802,0.0643,0.0017,1.1321,0.1728,0.1104,10.4614,6.1629,0.005,1.3365,,0.0436,0.9828,24.3718,10.0036,1.596,4.622,10.4182,18.8139,11.0135,38.5903,264.272,0.5671,536.4482,1.4106,0.1166,0.0358,8.2645,0.0136,82.0875
660,0,2229.3333,10.5026,12.5451,78.0,3.483,0.9257,-0.2282,28.6915,616.3455,-0.017,0.131,-0.0003,3.529,15.93,0.9791,3.138,0.7713,0.9991,1005.49,66.8,17.27,0.039,52.9834,0.1078,0.0031,2.4984,0.0745,0.0856,10.726,9.2732,0.004,,0.0056,0.0157,3.3867,9.8446,8.0366,3.2383,11.8879,6.475,59.2255,10.5371,17.5662,256.45,0.7429,536.5882,2.0221,0.2106,0.0728,10.4125,0.0104,80.4663
644,0,2214.9333,8.8626,12.3865,76.88,2.483,0.9261,0.0855,29.085,622.13,-0.0631,0.132,0.0008,3.523,15.95,0.9554,3.264,0.7527,0.9983,1010.1773,228.2,10.63,0.0389,69.6241,0.0587,0.0034,2.2866,0.1224,0.0283,5.4731,4.4213,0.0028,,,0.0098,2.4606,13.3161,6.1924,3.928,7.3841,9.7454,77.6014,9.9265,43.8076,266.738,0.6497,537.1036,1.9971,0.3406,0.1139,17.0534,0.0139,50.065
1517,0,2179.7333,9.5642,12.6088,79.79,2.705,0.9202,-2.0164,30.4711,628.86,-0.0093,0.1448,-0.003,4.775,15.77,1.461,3.259,0.6595,0.9965,1015.5533,84.2,11.02,0.0445,579.7196,0.0942,0.0017,2.3234,0.062,0.0324,5.72,2.6205,0.0049,,0.0053,0.0321,1.4864,53.0016,11.6601,1.5228,7.1862,7.8401,49.0296,6.401,48.2835,264.272,0.5671,536.9836,1.8675,0.222,0.0674,11.8876,0.0177,52.1827
302,0,2195.5333,10.1117,12.4337,75.03,3.197,0.937,24.4791,21.5763,598.3609,-0.0457,0.1375,-0.0006,2.824,15.8,1.068,3.3960000000000004,0.8284,0.9979,1004.5381,191.2,11.37,0.0248,101.0544,0.1097,0.0055,3.0817,0.0775,0.0942,10.0234,5.4279,0.0029,,0.0082,0.0256,2.5324,17.4659,6.5995,2.8624,7.7394,14.8233,71.7428,7.7103,21.2957,264.654,0.6307,331.9618,2.3704,0.6282,0.2204,26.5023,0.015,58.0827
32,0,2197.3111,11.6646,12.4222,73.95,3.86,0.9238,-3.3864,30.6289,612.82,-0.0037,0.127,0.0033,2.322,15.87,0.3122,3.569,0.8884,1.002,1010.4833,52.1,8.04,0.0351,77.7768,0.0298,0.004,2.589,0.3459,0.0759,8.2589,5.2296,0.0037,,,0.0219,3.345,23.2755,6.4522,4.9939,5.3197,13.574000000000002,67.6218,7.0376,18.1087,259.79200000000003,0.7412,536.5709,2.1983,0.2539,0.0773,11.550999999999998,0.0113,197.9951
1197,0,2170.7444,7.4262,12.4804,,,0.9197,-1.3127,29.3734,624.7109,0.0112,0.1403,-0.004,3.283,15.64,1.021,2.9960000000000004,0.7931,1.001,993.4794,127.1,6.28,0.0644,93.8974,0.0448,0.0023,2.134,0.4109,0.0353,6.5048,4.8519,0.0046,0.6422,0.0045,0.0336,2.1237,21.0856,6.5101,2.81,4.3131,9.6466,30.3233,9.8339,33.9139,249.998,0.8941,530.5109,1.9739,0.3171,0.1089,16.0625,0.0105,47.069
1073,0,2200.2,10.435,12.4002,79.04,3.071,0.9331,-2.8727,24.4002,618.2909,0.0032,0.1337,-0.0007,2.964,15.68,0.9413,3.158,0.8036,1.0,991.3567,69.9,5.6,0.0526,106.0661,0.0341,0.0049,2.9723,0.1875,0.0832,8.6074,5.6079,0.0033,1.5315,,0.0252,3.0725,25.9511,6.0829,4.6164,3.7156,16.2331,44.0889,9.2743,14.3464,264.272,0.5671,528.7673,1.9809,0.2234,0.0615,11.28,0.0168,57.7824
856,0,2189.5777,6.7606,12.4673,77.9,3.552,0.9314,-0.07,25.2503,612.6745,0.0143,0.131,0.0052,3.235,15.73,0.9838,3.153,0.8543,0.9962,998.0122,90.3,11.47,0.1093,98.4514,0.0726,0.0054,2.5456,0.089,0.0929,8.8919,6.1478,0.0253,,0.0054,0.0131,2.2835,23.2915,5.5272,2.513,7.7911,10.982,13.6674,11.0853,20.7785,264.652,0.5906,531.6791,2.0502,0.4641,0.1277,22.6363,0.0178,53.8577
1468,0,2207.1,7.2586,12.6308,78.33,1.912,0.9302,1.2518,24.1495,622.0773,-0.0063,0.1239,0.0001,4.406000000000001,15.61,1.38,3.256,0.7248,0.9945,992.304,117.9,5.79,0.039,224.7775,0.2176,0.0037,1.9226,0.1534,0.0819,9.0238,5.7574,0.0048,1.5805,,0.0262,2.5418,55.8454,5.4153,2.9925,4.0841,7.8245,50.7795,7.42,30.0409,264.272,0.5671,532.5155,2.3188,0.4262,0.1441,18.3819,0.0133,185.3578
1302,1,2162.1333,9.9062,12.4992,80.84,3.59,0.9312,1.1655,25.5696,615.6564,-0.0005,0.1289,-0.002,4.684,16.09,1.757,3.085,0.7182,0.9986,1013.1402,139.1,5.52,0.0311,198.6794,0.0551,0.0041,3.1631,0.1466,0.1061,10.2529,7.3451,0.0051,1.2917,,0.0062,2.4605,58.5031,8.4689,2.4881,3.6022,15.8237,41.0256,7.5579,57.6265,272.014,0.6434,530.3364,2.027,0.2944,0.1001,14.5257,0.0118,68.1642
98,0,2183.4556,14.0894,12.4882,78.68,3.576,0.9329,24.4727,19.7605,617.4573,-0.0891,0.1315,-0.0007,3.617,15.76,1.026,3.042,0.7388,0.9947,1000.9017,187.1,7.35,0.0353,216.0038,0.2134,0.0047,1.8917,0.0868,0.0529,3.3387,2.7144,0.0074,,0.0184,0.0224,2.9815,77.634,8.5786,3.4329,4.8236,12.4167,100.7557,11.2407,11.7468,,,529.06,2.3468,0.2909,0.0934,12.3938,0.011,192.2985
12,0,2195.1222,8.4828,12.4186,76.9,1.279,0.9139,22.6227,25.5177,627.5409,-0.0381,0.1323,-0.0001,2.575,15.84,0.8089,3.383,0.7589,0.9966,995.1991,71.9,6.45,0.0375,120.7408,0.0372,0.0061,4.1529,0.1675,0.0243,6.9396,5.4477,0.0061,,0.0059,0.0113,2.419,36.3803,5.6319,3.0263,4.5258,19.5406,94.8247,7.5762,62.7572,,,530.18,1.969,0.1291,0.0469,6.5577,0.0153,52.2039
629,0,2183.5,9.2649,12.5218,77.72,2.013,0.9331,-5.0027,30.9658,624.5591,-0.0385,0.1439,-0.0004,3.511,15.97,0.9649,3.07,0.8261,0.9985,1009.1781,75.9,3.77,0.0378,113.8179,0.0538,0.0027,2.2794,0.0763,0.0688,8.674,6.5962,0.0062,,0.0084,0.0089,1.896,33.6197,7.0392,4.7539,2.5089,9.0412,53.406000000000006,11.3553,34.2197,,,531.2355,2.0715,0.3168,0.0847,15.2948,0.009,108.6076
171,0,2184.8778,4.9655,12.5506,13.77,5.31,0.9329,22.7927,24.8429,615.2791,-0.0807,0.1299,0.0019,3.18,15.77,0.9271,3.425,0.8764,0.9967,1014.2878,155.4,12.74,0.0422,158.0936,0.153,0.002,1.2942,0.4446,0.0529,2.3959,3.9256,0.0037,,0.0195,0.042,3.5105,58.0929,6.6222,4.3672,8.4149,11.8625,147.4201,8.5745,22.6253,,,536.1964,2.0946,0.307,0.1009999999999999,14.6582,0.0454,213.7714
1547,0,2167.4222,8.8905,12.6088,81.21,1.4269999999999998,0.9317,1.5645,24.9562,623.2209,,0.1341,-0.0044,4.936,15.76,1.39,3.209,0.5887,0.9957,1001.4281,73.4,9.75,,351.8564,0.0665,0.0032,3.6982,0.0693,0.1104,10.6853,5.9271,0.0042,1.4479,,0.0326,1.2873,39.8777,12.0493,1.5137,6.6138,,30.0107,8.8823,24.6378,264.272,0.5671,532.1618,2.1401,0.4659,0.1286,21.7713,0.016,36.2975
337,0,2197.2333,11.7913,12.4722,78.3,2.906,0.9345,2.0664,23.7087,610.8109,-0.0291,0.1287,0.0089,4.465,15.82,1.314,3.088,0.6421,1.019,1003.1956,96.3,10.54,0.0354,110.2312,0.0646,0.0023,3.3271,0.1119,0.0938,9.7723,5.8888,0.0046,,0.0061,0.0203,2.3757,19.4331,4.8344,2.2023,7.1405,5.937,41.3605,12.6257,34.8875,,,535.4818,2.4326,0.2724,0.0855,11.1997,0.0188,127.7463
366,0,2208.4444,8.1941,12.4273,78.1,3.0210000000000004,0.9217,6.3436,19.3697,619.1936,-0.0074,0.1364,0.0028,4.428999999999999,15.67,1.39,3.108,0.752,1.009,1006.3928,119.0,5.46,0.0329,140.4818,0.0111,0.0019,2.8048,0.1856,0.0765,9.5899,6.1006,0.0034,,,0.0234,2.2097,36.5177,7.9645,2.9131,3.7264,28.5344,54.6154,6.7884,53.0444,248.644,0.6447,534.96,1.8846,0.1762,0.0551,9.3484,0.0148,388.9648
1156,0,2179.1111,10.5868,12.5651,79.82,2.955,0.9179,3.6536,24.5324,623.5636,0.0073,0.1242,0.0021,2.865,15.77,1.465,3.3480000000000003,0.8037,0.9988,1009.8822,58.6,10.58,0.0406,111.3104,0.0323,0.0017,1.9549,0.1364,0.0345,6.9058,5.4746,0.0053,1.1565,0.009,0.0335,2.914,28.5496,4.966,3.9057,7.3859,12.759,36.8664,8.9021,64.0311,254.532,0.5962,531.0418,2.0433,0.3602,0.0997,17.6298,0.0146,51.0695
996,0,2223.9,8.4954,12.5237,80.86,2.617,0.9311,-3.0882,30.6344,614.7945,0.0268,0.1354,-0.0105,5.854,15.7,2.022,2.783,0.5833,0.9951,1001.798,38.9,10.05,0.0481,96.2566,0.1959,0.002,3.7692,0.1388,0.0713,10.2873,5.0554,0.0037,,,0.0207,1.8436,18.3534,5.6224,2.3362,6.6096,13.623,50.7463,7.9272,11.6455,264.272,0.5671,531.8455,2.2544,0.2994,0.0888,13.283,0.0174,102.5241
825,0,2218.9445,11.2744,12.4969,78.27,3.075,0.935,4.5918,22.2081,601.0855,0.0104,0.1448,0.0025,4.817,15.8,1.475,3.272,0.7217,0.9968,998.6109,78.7,5.41,0.0897,92.1164,0.0655,0.0041,3.5235,0.451,0.0622,7.6828,5.2896,0.0038,,,0.0336,2.0235,16.9274,6.6674,3.141,3.8241,9.3191,73.4247,9.5742,12.0588,264.952,0.6321,535.0509,1.6984,0.2835,0.0854,16.6894,0.0131,78.1199
347,0,2238.5444,8.1065,12.5018,76.99,3.057,0.9354,20.81,25.7113,611.3682,-0.0632,0.134,0.0002,3.084,15.73,1.12,3.257,0.7931,0.9988,1001.6543,161.6,17.26,0.0765,88.9672,0.0882,0.0063,2.9985,0.1818,0.0969,9.9027,6.1808,0.0039,,0.0677,0.0291,3.5827,17.1436,2.7792,2.4091,10.9632,15.5152,37.4269,11.4075,32.2583,266.374,0.8279,360.7645,2.3897,1.4024,0.3742,58.6845,0.0161,0.0
1208,0,2178.5889,6.1632,12.5949,77.68,3.087,0.9334,-3.01,27.0311,614.5564,-0.0022,0.1263,0.0,3.517,15.69,1.617,3.474,0.825,0.9993,1007.6922,207.3,4.16,0.1005,139.5406,0.0277,0.0025,3.2824,0.0946,0.0851,8.711,5.6491,0.0045,1.4223,,0.0354,3.438,43.5816,6.0076,4.0665,2.7758,11.0505,47.2441,7.097,39.4243,264.272,0.5671,531.7491,1.9611,0.211,0.0664,10.7575,0.0105,48.4774
