,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34
880,-1.1136813062527429,0.8659693159007419,0.9065335517657314,1.427255499975275,1.5195279314339498,-1.0362932553194515,0.6935789951737636,0.3744486675827898,0.7007858471927535,0.6149957312324518,-0.1141501686509662,-0.16659828751888384,-2.2039957367273213,0.23798278581532728,0.40022837814941803,-0.23935937582443767,0.36329903777868444,0.9359377845371781,-0.34358196884118075,-1.2831428592793321,0.576765126546248,0.5317967853119624,0.6943804098459186,-0.24546431516321693,-1.2582656178254172,0.8119973846591877,-0.04601697504556755,-0.1504361505897852,0.2918348325603599,-0.22873558939333072,-0.35945834708396324,-0.3694968850307561,-0.17600891018315967,-1.5850166578021283e-15,-4.272948235572948e-16
352,-0.2602149160646305,1.7950031218526705,0.5537251996552134,-0.4785806404521299,-0.7475192709399031,0.3663677292849086,0.2877984685108831,-1.004216299765454,-0.2900578458454662,-0.2913219713927824,1.1257660064509492,0.10543935879892176,1.611709145516678,0.34785548662660815,-0.6588743282417588,0.6944959150321709,1.0451088754102476,-0.5239136232235697,-0.9818401402896751,0.535773826155108,0.3994945723906348,-0.7222669737479211,1.1205427673022965,-0.07956538737105114,1.0349266026492259,-0.0166024478558322,-0.24211437581143083,-0.4628002319784019,-0.14635149650197832,0.29086503270925707,0.18777651712077292,-0.2503482412660893,-0.024592056209158046,1.8227455537334486e-15,5.4675661815541e-16
1217,-0.13654059889001358,-2.0797620513433825,0.12702546835054226,0.1787947780519897,0.30966980119877674,0.012196482402143523,1.3736437544570481,-0.5695537319799245,-0.3307552882233396,-0.16650450361964678,0.34323644326461716,-2.551120995613555,-0.06903718967752275,-0.5684388503918099,2.5806677300935745,1.0149511795272983,-0.9615949286201818,-0.1182658985241111,-0.2238389437489507,0.10189042967169655,-0.47267718086982463,0.16597051019729,1.3092258851591214,0.9310902339730208,0.06478647440391876,-0.19967325392918622,-0.17918671848808668,0.5182206322605015,-0.3959379458649428,-0.18264205942459022,-0.18179394986347758,7.307826323711427e-06,-0.13292106501465795,-7.635287168871698e-16,-1.557526242512261e-17
1328,-0.855521469882416,-0.5833847720607998,0.7826850751524986,3.78264102999523,0.26751949419211746,0.9551834753309042,-2.0779029727037828,0.832829420535469,-0.23906017435246335,-2.251569083624129,-0.8822603693237465,-0.5335558556032602,0.506167275373566,-1.0728237671925807,1.7647313703413008,-0.8655896729561484,0.04331508495672223,-0.7581367349587821,2.072375493731379,-0.5079506848975851,-1.2034324965684648,0.9305486514913349,-1.71428035909944,-0.733759592451864,-0.5375341916108027,-0.693770128678395,-0.8875695323719794,0.13298760061225434,0.31175096707649774,0.0254934361656233,-0.06118810948699125,0.3104083100948714,-0.06580453941362291,1.2789288222405954e-15,4.0002947679511877e-16
1553,-0.1832950147719306,-1.118565596346129,-1.4019186612240915,-0.7644513671220626,0.29166372818355146,-0.7012372759441092,-0.3182749107149161,0.6877000369007537,-0.7486648158850661,0.19388889116201827,0.1116850452665035,0.23370116235497929,-0.7329726598240974,-0.2701700717149784,-0.19051290995803252,-0.10150245528000008,-1.1676235742853993,0.1736378577806577,-0.7865060821124249,-1.1431219995689843,0.6787352894685877,0.7453928499387037,-1.3960175866492148,-0.8224733096158302,0.17591120811693503,-0.03803493016877564,-0.14440511221513452,-0.4095706374358163,-0.08719545880505075,0.22397095079258839,-0.06498402309092584,-0.10954683966034125,0.116220816547981,-6.734773764635159e-15,-1.118620353157511e-15
1199,-0.10326425477704498,-1.4312321041248137,-0.7594319057092321,1.1248489848184773,-1.8567214593986456,0.30154401818381976,-1.0643308934209874,-0.07429595758904184,0.20692324344059695,-0.2596650532323964,0.8073564341949921,0.2209435313722292,1.127161386962331,-0.574150301033846,-0.6122586575996823,-0.0964109596978236,0.2123962445145782,0.9398021378898843,0.9965176100978731,0.06533218864108463,0.30897329035189014,0.003185887504689326,0.73298859300632,1.572676234534123,-1.4092260604458264,-0.0010223528715737952,-0.5590189742503874,0.3850942349840843,0.0575993686253255,-0.00145839960563293,-0.07668796895518164,0.32348804504781714,0.04034639929334105,1.3728519660994316e-15,3.998784421441656e-17
1134,-0.5788994461593103,-0.783968888336853,0.857855864153808,-0.054101340148935875,-0.4497499503604228,0.7872800600502834,0.19041214048960403,-0.4129614322444526,0.1172531974337181,0.5485027276656124,0.6248074721373224,-1.3225659013277546,0.19966108483774975,0.06450500915727118,-0.6476038629637537,0.6096461691855461,0.6557163592934485,0.5021491882526121,-0.04178046375351012,-0.23848190778531897,0.42489107804907705,-0.5445164059896129,1.0005468306255565,1.431044637690512,-0.6538740757433654,-0.6597751333638825,0.03126062334251135,-0.08051304134184052,-1.0012385334497773,-0.2236622767296774,0.05723676448753266,0.12430607306695145,-0.264175416293237,4.3030432869851945e-16,-8.730364181408062e-17
1135,-0.6112674834481362,-1.0095375568713958,-0.3253094201432921,0.844480315150539,0.044401763735396574,1.35789246411116,0.7859025914898,0.8392348706420272,-0.08333109823569942,-0.19700357070427582,-0.7248352414061499,0.2912620408053974,-0.8211710736887281,-0.10676017200760447,-0.5795977049578923,0.02254015096423304,-0.2283240987789056,1.6179019498386966,-0.0010714535014085,0.6594485604905774,-0.5154619648535449,-1.4644218238261817,-0.557395598860533,1.0077289772934093,-0.21387910354345321,-0.26072378948238356,0.0963927139247207,0.0606184610606652,-1.1222475538294765,-0.9228570296870608,-0.3206987928613133,-0.11359534980998627,-0.0132623683276436,1.6210783867196152e-16,3.341403258482033e-17
786,-1.029141654133601,-2.1626983166897626,0.4470514889654367,-0.32727588745279607,0.6538987431007935,-0.6014544983759235,0.8398495063265211,0.8825365573810571,-0.9280494426199113,-0.38892152586477347,0.2527609705627916,0.7265048500219012,-0.10675050241150714,-0.7035382317097928,0.005675367885337633,0.6375813845369479,1.1933360043750016,-1.1883211507950124,-0.6911685315349534,0.8917934069021467,0.14868781298988207,-1.2283431661830277,-0.14224817159033876,0.3924896090198077,0.9081323636439428,-0.5879839514759421,-0.9528743934087129,-0.49189839067728613,-0.6411801661084148,-0.566758127066114,-0.0899901188999896,-0.17169753016867867,0.2944768407374548,2.0066621783320106e-15,4.626766643382131e-16
65,-0.24280180493911235,0.3855644791642625,0.8791171617904276,-1.024192596201463,0.6159780124535238,-0.5764360774098222,-0.08353336408369517,-0.1480518110086438,-0.14165473643013396,-0.8975220696151294,0.41376966555741795,0.1431613302192048,0.04024550758947048,1.5002372312566175,-0.9936368298860928,-0.45095554694405976,0.29018664430234775,-0.4402898630360055,0.41014376887122117,0.10362810587109703,0.3849531452079768,0.21583893814079916,0.4838624752495519,-0.7644258027319036,0.03278996521193301,0.07940703639665758,-0.19383276523649312,-0.5706827655148579,-0.3904658713844243,-0.8329799139179873,-0.3638459998083749,1.301835354633089,-0.023932369521039446,-9.761172166011343e-16,-5.304371020713382e-16
156,-0.49885279547938083,0.9547151290996205,-0.13002318783757805,-0.37000018879813645,0.09869654328413859,0.3108483234171958,0.7867444021853871,0.9337617132157084,-0.41385577704584403,-0.8765622109448108,-1.2163256233527113,0.3058483594875155,-0.4719319237173387,0.2898030184259064,0.5330156964586092,-0.2698208182377109,1.0776365310269402,-0.9096380927799208,-1.0545281558262838,0.03447836401580469,-0.4459216303547572,-0.5720647091287064,-0.46695872364661106,-0.16341650888825696,0.44883916223479176,-0.7627103644484124,0.36508428150421596,-0.3887014267459881,-0.3019852165515356,-0.37242061715358254,-0.056480226981224714,-0.31722872723736956,0.11325335719337444,5.476544478400816e-15,1.5119192441040166e-15
994,-0.6826177077861852,1.7351806090762316,1.9095616357896172,2.7240178877350343,2.0611379905759395,1.260365295401789,-3.8197871211235253,-2.3948283528423575,-1.704451299728933,0.5351707423571916,-1.9083051336433792,0.20849079650901134,0.6095163363713064,-0.4997026527861863,-0.30360569119939146,0.19371493808300347,-0.7198798162421609,-0.15196817751961011,0.041416450852789194,-0.45978296695929965,-0.7757752706407902,-0.2281227079527639,-1.1414080704889544,-0.7660958393896626,-0.35899461571465996,-2.727861374079707,-2.4089158442584666,-0.8941386278600222,0.13663712537887912,0.3070564324733494,0.22715293119455984,-0.16234559336303417,0.03251172110807614,1.093701215840033e-15,-9.065543929355476e-16
1166,-0.7393744213631065,-0.21471785629924126,0.142511184178996,0.6321174351979986,-0.7121221358143742,1.011364203840778,0.09124693878242326,0.5221730178482366,-0.5484337366659624,-0.7519292728862303,-0.8294673826680296,-0.20716250372811773,-0.04622429891207413,0.12577958851738286,0.054920307010109415,0.27472692965381434,1.0343064058463882,-0.17926540834974983,-0.07782649340862269,0.3073695382517466,0.6497386906504966,1.2759094297125895,0.9768752671069253,-0.10316496887974061,-0.41544563244756416,0.4341721518112027,-0.2635258157468123,-0.09095978792611335,0.5393664111346588,-0.5609547307401491,-0.2806481238464158,-0.13608636154841092,-0.13911084407244262,2.0988799485951065e-15,3.9225989232861347e-16
913,-0.6786047940512752,-0.7220027091013866,0.11742844560319898,0.9119373582947119,1.3876313839914174,-1.2485343750581586,0.8936948537988613,0.37895846005618156,0.7306310279029309,2.451614498425627,-1.307910336051523,0.9921226782046957,0.9239883653643426,1.107086807733154,-1.2793345648164887,0.27820782772362124,0.4304637625365302,0.126429507298738,-0.5290655715005637,-0.5786625621110635,0.12946040024377273,-0.7971191393924267,-0.33842386905201566,0.41785738104619713,-1.3071427170595438,0.0364429142728851,0.11158921792233267,0.43493719320020185,0.6140948153014806,-0.09269130095322281,-0.23452077776478714,0.3673617685767235,0.16468343374797176,4.4098252225071804e-16,-7.485709656128096e-16
714,0.14411385220888337,2.162778371038902,-2.1610043878789327,1.1765990978654406,0.4121447372028332,-0.35197868406136895,0.15690554825108224,-0.5180546251679515,0.21928377219034445,1.4083819841722558,1.6591101317703199,1.5027323388543958,-0.4344523387297425,-0.07871593788436454,-0.4837064145750196,0.09664723968686545,-0.6335884947843263,1.1316681812140952,-0.10940058672249191,0.3501429676005108,-0.9947114008821385,-0.9506103980498917,0.28489064282785065,-1.1588180391339915,-0.19809791301832025,1.1294443295375851,0.4437498671777815,-0.2996986811282771,-0.7659285871616035,-0.2669323771655974,-0.454924740763726,-0.2085996689489318,0.024493743741938377,7.036267350145331e-17,-1.538359359326268e-16
1265,0.32302436605611595,0.05165539391537084,-2.543933958478297,2.2677900465719767,0.046096842943851114,-0.25322744352099796,0.20022527134471488,0.48580245187492715,-0.973597262250494,0.3418305352616174,0.10103237262382353,0.8887066412055409,1.699540807491393,-0.4522323608817889,0.19454946750870342,0.5874659338427324,-0.9786481504015893,-0.480179452790411,1.335500873346039,-0.35991192771091896,0.4261215498026812,0.1743812327812379,-0.8361118988131493,0.8627699135868302,-0.9124308597470697,-0.1932824840107668,-0.2886986474627099,0.36473673550991836,0.7941362695422982,0.49954764761259285,-0.06924455157653008,0.04669680395550039,-0.1345290199581704,5.204050552152885e-15,9.094373552005053e-16
741,-0.8797461290384272,-0.3070347855685051,0.3354813483792204,0.11059750204409781,0.5259902871827841,-1.1586236188135854,0.2711534244767682,-0.18750245423984532,0.7793061327012366,0.2799109374465228,0.6723600396520784,0.7510976967878823,-0.539258460588883,0.16844083599129633,-0.42639012047196556,-0.007028299863117127,-0.3392849282296339,0.9606855346979075,-0.4068299456813185,0.8561672817865323,-0.5187674108526749,-0.8562795803674237,0.8780704584143033,0.6071085989172186,0.05654726624669485,0.2996690066775992,-0.4816640890383958,-0.30138940494099453,-0.5390091979113678,-0.1669054933718347,-0.10558993484782095,-0.1913866947832226,0.0023948381915274825,-2.853889045305455e-16,-2.0585721080915821e-16
223,0.9900814332823029,1.241858136712592,1.6250892088692064,-1.8581344560403061,-0.42967850442525457,-0.8531826091157105,-1.5575845481347685,-0.08029975949875387,-0.5729432987096529,0.2114872818027114,1.0745631675550968,-1.055528143428053,0.6893536919171475,-0.08808663022801455,-0.8479323261164539,-0.6867717960123976,-0.5714259432115159,0.43315333503140957,1.112245732233987,0.35397925200358804,0.478616273787408,1.019995692557528,-0.2475740533653573,-0.4590140800962177,-0.2791051425469824,-0.6258138842917621,0.10297752463174084,0.042466123628149596,0.20846956128835248,0.6397625320813513,0.31298484784347735,0.9676771161695135,0.2695054362584903,-6.260253544738174e-15,-1.7124748990624543e-15
336,-0.5138943962306587,1.9830077946710818,1.4447490979848798,-0.49552635901291975,0.9562301800113169,2.603790914635091,0.9764065744694462,-0.7430124225351147,-1.1811734656015571,0.14800498687295852,0.8983092055483167,0.6481746439325776,0.34930762226321826,0.5622802777663194,-0.4582984131906797,1.5739947603389777,-0.1321878156321402,-1.197783940678638,0.017218537724082484,0.01620498310142508,0.38253556813934075,-0.5117902085504094,0.7786140673351045,-2.0732862294288696,-1.2897738803421885,1.2260151652584845,-0.2575599467414272,-0.9533038452265485,-0.11076935645187283,-0.6609446661692292,-0.6034207828208477,0.17350096818722002,-0.383244841467641,-1.138975081979739e-15,-1.0233462263853956e-15
703,0.12567745316117515,0.18802623669165386,-1.5647032367816511,0.3199728059203674,0.3477227197328023,-0.06416562665484256,-0.7022616878643785,-0.02383956189326577,1.7896137151915268,-0.47149905346649995,1.3387240302576489,-0.3843940376470039,-0.3088489521838756,0.6326917173906977,-0.009077644542990614,-0.03989783410601727,1.7362691151874494,0.38718863585017915,0.22409301531380774,-0.27011525399254244,-0.7056214992296495,-0.7645333828202363,0.4088215266706216,0.2528916879272294,-0.7143181405631955,0.22688048833134675,0.4699901669806139,-0.4370570463786512,-0.658165182890269,-0.2684229183820537,-0.21219835101759255,-0.21151091330525745,0.10120603089716439,3.306176449913502e-16,-3.1112679369062774e-16
537,0.5061988961401062,-1.8989453392985014,0.9870383529222517,-1.0579329592918791,-0.9144656342767509,-0.6907396136480314,0.28485527418640655,0.17923697787128515,1.5708068737702334,-0.19668763478163742,-0.5356837367389142,-0.3363026840371077,0.6142285724253672,0.4694095716755081,0.3272476713635235,-0.13875053174128169,1.5971272619662573,1.1902803223178715,0.4595175786179433,-1.2080804248240746,-0.33496816101491494,0.9989835194724624,-0.15641992747110664,-1.8888350404286167,0.6605682924779139,-2.356425340229918,-1.133249445142693,-0.22060688421927874,-0.7736301067458604,0.40493413807553724,0.1446600835651112,-0.25127729233486723,0.05516577197279982,-3.2951880500899465e-15,-8.3923662457348275e-16
726,-0.5695860910913756,-1.7612209584024459,-0.8783366189862212,-0.30290122587268636,-0.16047184704190998,-0.22093654394240825,0.5124760798357822,-1.040809861705738,-0.639096004496032,-0.22293297815670673,0.8946645293037376,-0.4689988914328797,0.43953306713323886,1.4111827416976055,-0.6942665726026217,-0.06871456742443349,0.43140952671194066,0.3758028113734712,0.03225460348293521,0.8760768164342154,-0.13109885660506118,0.41515233276671404,-0.02270409886566294,0.44944522085439204,-0.025275124005909706,0.3972468638246887,-0.775895882046939,-0.46887428366455625,-0.025377527513807754,-0.8908348117260053,-0.32882493168301064,-0.09643800629084182,0.3000633837821779,-7.120477802132564e-16,-1.1076223627633271e-15
1506,-0.673060096301537,-1.5713212013335278,-0.16709560501221044,2.691374781963092,-0.6285033354276474,0.15055236042901204,0.48093147328040975,-0.13913190613891144,1.3020975891652422,0.038810836949308695,0.6498958828018615,-0.48951826478867067,0.3726584076034201,-0.96911033989523,-0.5167859655941819,-1.1485071072196498,-0.36657515326534085,-1.4742539148872351,1.1337396102365473,-0.19894208540173738,0.5281524307173869,-0.9698288125703267,0.4730700902439637,-0.07680322902450981,0.8813880655510276,1.4088693857632408,-0.12492221339236055,0.11558997599737171,0.06917474044495019,-0.32202769877939913,-0.08777149078241754,0.39328442155558685,-0.04920735432667353,9.978309183031953e-15,3.4928698838458866e-15
660,0.5086758791279352,-1.423795756353254,-0.3388652030333666,0.013571289764341698,0.45537438289724746,-0.39878205931092203,0.3987799466799346,0.4098618242088785,0.3189527105564269,-0.4505406770068465,0.4383390224978949,0.572640400254293,0.6661591937049288,1.5819890446117124,-0.0057179990025170374,-0.1164063943301777,0.21720156381750194,0.7330180486909592,0.12373411799589976,0.9637254210543164,-0.2408213357743152,0.664738901983541,-0.557442965998816,-0.23582968252206307,-0.27431871568265054,0.7050228225959908,0.5594679767602387,-0.14903872786608527,0.14368086879870762,0.0046106338892318065,-0.12582297266891104,-0.4554515532843333,-0.07576167403103684,-2.7849665136903433e-16,1.503526515644497e-16
644,-0.7534640625733968,1.9420201972297824,1.4756172505230896,0.45759479100238126,-1.0535719828626422,-0.4918103207730758,0.4667905820431597,-0.2592699664567372,-0.7247926371012147,-0.16023206251835614,0.3181586013663165,-0.000258673506298292,-0.7127044051685528,0.11866035691594512,0.4108325427946247,-0.22807986374956785,-0.07401954072071595,0.11557527758249879,0.6566840745313307,0.3164509627926968,-1.2576067933492623,-0.26013168501290557,0.22998909020382882,0.07142340651368231,1.032776222946801,-0.08869592921827073,-0.501742603141515,-0.3356765995706644,-0.5470143142496483,-0.46878818092299235,-0.15574793799275596,-0.31133950143468125,0.09452480749805381,-1.2506657462587099e-15,9.605324964419462e-16
1517,-0.4337576422725631,-1.7075986556280198,-0.3691056892273499,0.9853560282771756,-1.6276055909925617,-0.46373068340194523,0.6840838760157429,-0.09538932666807416,-0.6755090985867556,1.8932415164831848,-0.4107123705464834,-0.5704013873477942,0.5510064271259038,-1.1799828472175087,-0.44926515953519025,-0.5840080586537846,-1.3771293571955925,-1.340991581106783,1.3820944690754282,1.0208743202623398,0.6820304482106199,0.19763313827526555,-0.03354795362899163,-0.21747019191964942,1.1591348654929103,-0.11012269234057569,-0.3090024128988118,0.04074022977574117,-0.1000504655055266,-0.514182151993331,-0.2107804132765788,0.3198384993078684,0.3497926467884641,-5.699263379568098e-17,-1.1317215215802427e-16
302,0.19192300723098357,2.309839398796115,1.6161284808335201,-1.631642118594972,3.874716804304014,0.6800325695870969,-7.024743952039429,-1.1207313774894228,-4.828809380784025,0.2153575650815493,-1.3620551301389692,-0.6665932248672326,-0.477520090372015,-0.17591042303009874,-0.6051664860191224,1.2745451588750414,-1.0199572149271843,-1.6612718652152716,-0.5390451662683927,0.8387315585909669,1.504544406775676,-1.154866814357881,1.4876332188455326,3.827605659108001,1.0778955407508006,4.690095835165458,1.7940213270674843,0.2518969000904709,-0.21814876756338628,-0.44114931959501624,-0.17729781926349683,0.39568623491958776,0.06615627183259677,1.3387459600931947e-15,-1.5351767534832814e-16
32,0.17464013864683084,-0.6962545156680245,-2.261731661239952,-0.7685548549987133,0.37837541311919365,0.6349809380361546,0.38566158457128713,0.0908013260540282,-0.32946386341158873,-1.0955710459554922,0.2916889034513942,0.33918534325797056,-0.1462611382775268,1.8673431967761338,0.1045567914208279,-0.295653405835948,0.2747650774525705,0.4767204079861718,0.1526512539878115,-0.7555454280456501,0.04058462901505173,0.8453212630952921,-0.3749901451483904,-0.29739943998513885,-0.9339451516866047,0.3090559972907319,0.42203554740275023,-0.25303093113857283,0.25014911288514574,-0.03143338199508751,-0.12177598293708998,-0.3888176260224506,-0.015600092939572048,-3.93643164694954e-17,4.1892239883408885e-16
1197,-0.7530805982724371,-0.7732508826401301,0.3276495581208934,1.3297101385163332,0.09179537982307105,-1.7202597283768921,-0.00013002222920188158,0.06314067581050803,0.15854493803798955,1.7890018476029743,-0.7927792134224709,0.7770749276195839,-1.1856807607717166,0.12786273674277968,-0.5247448076288029,0.07199063319008264,-0.1332149838794079,-0.4120293357742191,0.5876718423671481,1.1905563981738092,-0.08026452205934753,-0.3102665629186005,-0.5602056770156746,-0.892163123258222,-0.10833203636651088,0.11952747093320826,0.7910943296039007,-0.011093853583543761,0.6253199656155904,0.057396682765431487,-0.35629736753906477,0.10611788388091944,0.021192111601754566,-4.99558209271904e-17,1.2200202613895147e-16
1073,-0.5951030497360865,-1.3715173632539295,-0.13990143867173016,-0.3483631161267744,-0.5759819344981448,0.9183634226312223,-0.4462530354634919,0.5038057320976164,-0.046049209488574105,0.06072235296190159,0.2908562768454609,-0.9434201097875041,0.1279357211396025,0.4092982959008178,0.15850855782231058,0.5160921620512111,0.30164343540630717,0.9289812365152366,0.333258912325099,-0.3440310081145859,0.8433750547310698,0.39040244905501953,-0.20497963878689113,0.316011968999111,-0.23446590344852436,0.47854889046794596,0.1107640412083928,-0.1534540330424206,0.42886282056847846,0.31315454364517364,0.25320035512346223,-0.4784181857657318,-0.08394682707246215,2.074439166935335e-16,-1.928485134540877e-16
